市区町村,総人口（男）比率,総人口（日本人）比率,15歳未満人口比率,15以上65歳未満人口比率,65歳以上人口比率,15歳未満人口（男）比率,15歳以上65歳未満人口（男）比率,65歳以上人口（男）比率,未婚者割合（15歳以上人口）,外国人人口比率,出生率,死亡率,転入超過率,従業も通学もしていない人口比率,流出従業・通学者割合（総人口比）,流入従業・通学者割合（総人口比）,昼夜間人口比率,一般世帯人員数（一般世帯当たり）,核家族世帯割合,単独世帯割合,65歳以上の世帯員のいる世帯数割合,65歳以上世帯員の単独世帯割合,65歳以上世帯員（男）の単独世帯割合,母子世帯割合（世帯比）,父子世帯割合（世帯比）,母子世帯割合（親族のみ世帯比）,父子世帯割合（親族のみ世帯比）,総面積における可住地面積比率,総面積における道路面積比率,耕地面積割合,納税対象者割合,卸売業年間商品販売額の割合,小売業年間商品販売額の割合,売上金額（民営）の農林漁業の割合,売上金額（民営）の鉱業の割合,売上金額（民営）の建築業の割合,売上金額（民営）の製造業の割合,売上金額（民営）の電気・ガス・熱供給・水道業の割合,売上金額（民営）の情報通信料の割合,売上金額（民営）の運輸業、郵便行の割合,売上金額（民営）の卸売業、小売業の割合,売上金額（民営）の金融業、保険業の割合,売上金額（民営）の不動産業、物品賃貸業の割合,売上金額（民営）の学術研究、専門・技術サービス業の割合,売上金額（民営）の宿泊行、飲食サービス業の割合,売上金額（民営）の生活関連サービス業、娯楽業の割合,売上金額（民営）の教育、学習支援業の割合,売上金額（民営）の医療、福祉の割合,売上金額（民営）の複合サービス業の割合,売上金額（民営）のサービス業の割合,一人当たりの労働生産性（農業漁業）,一人当たりの労働生産性（鉱業）,一人当たりの労働生産性（建設業）,一人当たりの労働生産性（製造業）,一人当たりの労働生産性（電気・ガス・熱供給・水道業）,一人当たりの労働生産性（情報通信業）,一人当たりの労働生産性（運輸業、郵便業）,一人当たりの労働生産性（卸売業、小売業）,一人当たりの労働生産性（金融業、保険業）,一人当たりの労働生産性（不動産業、物品賃貸業）,一人当たりの労働生産性（学術研究、専門・技術サービス業）,一人当たりの労働生産性（宿泊業、飲食サービス業）,一人当たりの労働生産性（生活関連サービス業、娯楽業）,一人当たりの労働生産性（教育、学習支援業）,一人当たりの労働生産性（医療、福祉）,一人当たりの労働生産性（複合サービス業）,一人当たりの労働生産性（サービス業）,財政力指数,実質収支比率,経常収支比率,将来負担比率,実質公債費比率,一般財源割合（歳入比）,自主財源割合（歳入比）,地方債割合（歳入比）,投資的経費割合（歳出比）,民生費割合（歳出比）,衛生費割合（歳出比）,労働費割合（歳出比）,農林水産業費割合（歳出比）,商工費割合（歳出比）,土木費割合（歳出比）,教育費割合（歳出比）,災害復旧費割合（歳出比）,公債費割合（歳出比）,地方債現在高（歳入比）,地方債現在高（歳出比）,幼稚園在園者数（幼稚園数当たり）,小学校児童数（小学校数当たり）,小学高児童数（小学校教員当たり）,小学校数密度,中学校生徒数（中学校教員当たり）,中学校生徒数（中学校当たり）,中学校数密度,義務教育学校生徒数（学校数当たり）,義務教育学校生徒数（教員当たり）,義務教育学校数密度,高等学校生徒数（高等学校数当たり）,最終学歴人口割合（小・中学校）,最終学歴人口割合（高等学校）,最終学歴人口割合（高専・短大・大学・大学院）,労働力人口割合（総人口比）,労働力人口割合（男）（総人口比）,就業者数比率（労働力人口比）,就業者数比率（男）（労働力人口比）,就業者数比率（男20歳以上45歳未満）（就業者数比）,就業者数比率（兼家事・副業）（就業者数比）,就業者数比率（兼学業）（就業者数比）,完全失業率,完全失業率（男）,非就業者数比率（家事）（非就業者数比）,非就業者数比率（学業）（非就業者数比）,雇用者数比率（正規）,雇用者数比（男）（正規）,雇用者数比（女）（正規）,雇用者男女差（正規）,雇用者数比率（派遣）,雇用者数比率（パート・アルバイト）,都市計画区域指定面積割合,公民館数密度,図書館数密度,持ち家一般世帯比率,市街化調整区域面積割合,市街化区域面積割合,用途地域面積割合,住居専用面積割合,住居地域面積割合,近隣商業地域面積割合,商業地域面積割合,準工業地域面積割合,工業地域面積割合,工業専用地域面積割合,商業・近隣商業地域面積割合,工業・準工業地域面積割合,非水洗化人口比率,水洗化率,ゴミ計画収集人口比率,1人1日当たりの排出量,リサイクル率,中間処理後再生利用率,ゴミ処理直後資源化率,最終処分比率,二輪車台数密度,自市区町村内通勤・通学者比率,県内他市区町村への通勤・通学者比率,他県への通勤・通学者比率,平均寿命（男）,平均寿命（女）,病院数密度,一般診療所数密度,医療施設数密度,歯科診療所数密度,病院病床数（病院数当たり）,病院病床数（10万人当たり）,一般診療所病床数（一般診療所数当たり）,一般診療所病床数（10万人当たり）,医療施設病床数（医療施設数当たり）,医療施設病床数（10万人当たり）,医師数（医療施設数当たり）,医師数（10万人当たり）,歯科医師数（歯科診療所数当たり）,歯科医師数（10万人当たり）,薬剤師数（医療施設数当たり）,薬剤師数（10万人当たり）,養護施設密度,介護老人福祉施設密度,老人ホーム（養護、有料ロー人ホーム）数密度,児童福祉施設数密度,保健所数密度,障害者支援施設等数密度,福祉・社会保障施設密度,子ども向け施設数割合（児童福祉、母子・父子福祉、婦人保護施設）,高齢者向け施設数割合（介護老人福祉施設、老人ホーム）,国民健康保険被保険者割合,子供施設数（10万人当たり）,高齢者用施設数（65歳以上）,第1次産業の売上割合,第2次産業の売上割合,第3次産業の売上割合,第1次産業の事業所割合,第2次産業の事業所割合,第3次産業の事業所割合,1人当たりの労働生産性（第1次産業）,1人当たりの労働生産性（第2次産業）,1人当たりの労働生産性（第3次産業）,人口一人当たりの市内総生産,合計特殊出生率
長久手市,0.488079699,0.05128542,0.965800415,0.748302449,0.048105685,0.374604335,0.272250278,0.272250278,0.673337455,0.498599062,0.997275981,0.117661274,0.80149136,0.16204656,0.39981834,0.697920785,0.705202317,0.425335165,0.533959342,0.681023003,0.023967558,0.049053856,0.058557681,0.327006076,0.38861529,0.371128726,0.425856423,0.703261454,0.79975971,0.409152788,0.703564342,0.537759058,0.512121556,0.351968826,0,0.411858595,0.27969843,0.380450692,0.479944553,0.44876148,0.866696886,0.378393267,0.801849919,0.956316315,0.563377392,0.589839605,0.966272276,0.747905998,0.416163009,0.584277175,0.590103039,0,0.669638798,0.627492416,0.379746136,0.8237801,0.555516169,0.51172852,0.598397662,0.683441048,0.861862778,0.409723223,0.447303501,0.720392648,0.682528982,0.483452182,0.446787838,0.897846505,0.32773802,0.535539488,0.342244242,0.195683606,0.512568765,0.852817526,0.238333003,0.418280998,0.737262363,0.386942127,0.543533998,0.328934662,0.283538632,0.378673585,0.694568446,0.361254736,0.188008299,0.238333003,0.228368776,0.981543651,1,0.911786448,0.754245382,0.802346604,0.904137007,0.711986172,1,0.891061426,0.908004815,0.976288785,0.185529241,0.036538003,0.991061262,0.467155011,0.474428368,0.703683633,0.605632837,0.522130355,0.721932437,1,0.296695338,0.224986263,0.885390485,1,0.480321551,0.731311897,0.269281751,0.731311897,0.53950356,0.509798792,0.604494711,0.406724678,0.636948229,0.230697816,0.753680678,0.856358947,0.761260766,0.91378617,0.883394072,0.630390201,0.358167832,0.735174641,0.759855693,0.759855693,0.508294906,0.709101395,0.317271937,0.361537979,1,0.46403543,0.443205643,0.254962199,0.790295495,0.547071486,0.898262556,0.304802995,0.754314416,0.392954538,0.877472955,0.733053681,0.65904213,0.90618006,0.900308699,0.9055779,1,0.616917818,0.413311075,0.420344236,0.605483306,0.609091628,0.990308208,0.973870746,0.950014934,0.839957845,0.833637909,0.83224361,0,0.638525101,0.921465012,0.91048711,0.910801094,0.323094034,0.911879312,0.903101263,0.403489985,0.124828318,0.636647389,0.625490164,0.351968826,0.221352399,0.809729608,0.327643057,0.276069575,0.760403219,0.590103039,0.62208954,0.634915256,0.58920898,0.722882287
東郷町,0.683109178,0.177493781,0.810990588,0.72459237,0.217708681,0.447127879,0.534403384,0.534403384,0.582131915,0.845521849,0.667015279,0.230498452,0.575660431,0.315549089,0.375735997,0.373319621,0.194696306,0.625734452,0.832870811,0.368205247,0.262565228,0.286545095,0.264513294,0.402568976,0.485982656,0.373964149,0.460237337,0.787302379,0.795803582,0.570053014,0.658308729,0.434031082,0.604366395,0.362094429,0,0.309697651,0.718942996,0.380450692,0.368756511,0.316298339,0.466928455,0.366647923,0.412208008,0.375096159,0.352481037,0.97992446,0.394663699,0.359616199,0.352975795,0.843632338,0.992659215,0,0.608306378,0.691959535,0.379746136,0.349783478,0.628651895,0.548171312,0.572042453,0.611386818,0.466665004,0.599991879,0.428369052,0.364232005,0.517447054,0.403513644,0.55567431,0.76871318,0.685813165,0.475378166,0.342244242,0.211826654,0.454301328,0.701156012,0.337866877,0.336414223,0.619284015,0.358710472,0.544551251,0.282082695,0.329083082,0.484051377,0.7073362,0.359606239,0.258967661,0.337866877,0.340484477,0.922261974,0.784777439,0.766735652,0.768937198,0.726554706,0.767267302,0.724978069,0.799895483,0.761041602,0.908004815,0.705177391,0.300329834,0.229797811,0.767892452,0.501036306,0.524989164,0.68623974,0.638762742,0.56009189,0.782607832,0.847124745,0.314161777,0.285700459,0.598435593,0.787274408,0.424702609,0.801976759,0.198606308,0.801976759,0.658181301,0.531443089,0.557597224,0.409255678,0.646365508,0.499664946,0.71861769,0.747840338,0.667472793,0.91378617,0.527748349,0.585772134,0.358167832,0.380621508,0.42839848,0.42839848,0.4821841,0.387155175,0.317543621,0.407361948,1,0.455212162,0.503337594,0.400845715,0.567974396,0.374398183,0.901226783,0.243829737,0.823367827,0.370630462,0.684546335,0.665095142,0.668529034,0.854479216,0.853330595,0.835714252,0.765474446,0.537822967,0.353185145,0.35343624,0.546302819,0.522809912,0.416812945,0.40476138,0.739838292,0.657668438,0.468964952,0.45291183,0,0.64936515,0.921465012,0.91048711,0.836402356,0.765728923,0.911879312,0.77380351,0.458296671,0.226171019,0.64632829,0.60920857,0.362094429,0.671051346,0.355117358,0.333619404,0.621343662,0.450263245,0.992659215,0.707682009,0.449671967,0.517679702,0.611277971
豊山町,0.797038338,0.05128542,0.789949454,0.603301127,0.188464766,0.451632289,0.592808279,0.592808279,0.706263552,0.839998551,0.761129969,0.231141941,0.606873387,0.181293729,0.403657708,0.789414547,0.989436014,0.491575726,0.463409012,0.589744801,0.204844233,0.204024451,0.23019492,0.591292554,0.317200255,0.644314982,0.344453772,0.835747911,0.785647261,0.437917984,0.715799494,0.935959958,0.158003223,0.347565094,0,0.252010105,0.566518276,0.380450692,0.368756511,0.610908869,0.881203571,0.338621121,0.448604796,0.507758295,0.397456522,0.283863937,0.345016491,0.222315871,0.324488988,0.430252541,0.213867651,0,0.976160548,0.950991711,0.379746136,0.831812683,0.464101734,0.648769421,0.44720436,0.770541571,0.674620653,0.6961988,0.541016055,0.70239179,0.488983167,0.14251087,0.948584546,0.959014922,0.559730368,0.147833186,0.342244242,0.104206332,0.536692963,0.931921182,0.157839411,0.71301579,0.486707749,0.452742751,0.337351109,0.315184865,0.359285505,0.397122902,0.973309295,0.359606239,0.091201862,0.157839411,0.151737136,0.862980297,0.641710138,0.713797094,0.931136324,0.771440534,0.766097476,0.678605235,0.688627473,0.743867088,0.908004815,0.283515873,0.402638516,0.261237921,0.605317442,0.607189644,0.655474304,0.601431824,0.686031367,0.602798503,0.661247464,0.64700028,0.399079308,0.412184862,0.721275969,0.725431433,0.407142058,0.780949959,0.219636256,0.780949959,0.654759766,0.550360077,0.53605773,0.563225467,0.309501607,0.237028387,0.559469243,0.909466232,0.922971489,0.91378617,0.96101789,0.934626542,0.358167832,0.92713836,0.915454914,0.915454914,0.934127412,0.946675846,0.315157839,0.471380728,1,0.724321817,0.453227635,0.408366631,0.642458514,0.516358752,0.817142271,0.303389748,0.7502738,0.395869193,0.563967198,0.393260985,0.329174569,0.701902739,0.770250151,0.9055779,0.265998427,0.285491917,0.347656324,0.348264257,0.26079761,0.266786672,0.303086095,0.297693851,0.523685598,0.581252357,0.524483045,0.458669065,0,0.261607568,0.921465012,0.91048711,0.781027272,0.323094034,0.911879312,0.995778737,0.370349567,0.360773995,0.869013979,0.560630699,0.347565094,0.486148329,0.543486447,0.315927676,0.397194038,0.655679562,0.213867651,0.961708825,0.672231502,0.990255866,0.570694583
大口町,0.746765442,0.333758544,0.755547681,0.627245612,0.229748095,0.661221799,0.552616453,0.552616453,0.610479017,0.78360679,0.797188546,0.220860075,0.764815437,0.381886025,0.618132784,0.922760226,0.989436014,0.657745279,0.624985709,0.392337915,0.204480125,0.231780075,0.242918387,0.515890853,0.452886617,0.49450893,0.443516826,0.835747911,0.976274553,0.808673628,0.721693321,0.902162645,0.188059028,0.357066117,0,0.228052387,0.820879713,0.380450692,0.368756511,0.807808618,0.417577977,0.321379779,0.412555685,0.322724745,0.266828811,0.258275142,0.378847219,0.298441156,0.325446668,0.330658965,0.641496017,0,0.956821984,0.543335187,0.379746136,0.349783478,0.668381038,0.824740076,0.514601612,0.998895869,0.190107801,0.554938063,0.388414208,0.628492594,0.518991015,0.256757505,0.573608817,0.965811413,0.307564772,0.204652213,0.342244242,0.147254461,0.571187863,0.945809302,0.083598629,0.540224713,0.516781253,0.592411546,0.382820941,0.328038695,0.338566567,0.973900792,0.645167115,0.359606239,0.098265624,0.083598629,0.074222444,0.928190142,0.802861789,0.791271782,0.565633731,0.734817867,1,0.450214263,0.881230734,0.781473544,0.666955884,0.283515873,0.42111117,0.294216488,0.738258308,0.593500247,0.6530125,0.602192245,0.720131975,0.748447832,0.589741321,0.687059127,0.398317904,0.383803749,0.659558839,0.711528511,0.494667075,0.896229197,0.104339758,0.896229197,0.625393953,0.469790991,0.53605773,0.429744353,0.722599219,0.411683066,0.731087436,0.629220808,0.563948539,0.659946526,0.475756175,0.347532925,0.358167832,0.352928596,0.915454914,0.915454914,0.342764847,0.901026627,0.347069347,0.370298443,1,0.57542918,0.731839006,0.764404591,0.331495081,0.468902376,0.626537635,0.319752852,0.705647078,0.585188855,0.708662163,0.529178063,0.53725047,0.665837748,0.662527082,0.653303695,0.994206455,0.618630948,0.554987117,0.535604474,0.673312392,0.621471372,0.507911972,0.46784974,0.535254333,0.48987011,0.5128311,0.477536908,0,0.499361941,0.651726024,0.91048711,0.583914314,0.594496543,0.817080455,0.955041386,0.363860534,0.206409758,0.745646513,0.481234348,0.357066117,0.757468001,0.268729295,0.374936444,0.740361298,0.331772843,0.641496017,0.542352072,0.586143163,0.990255866,0.71273644
扶桑町,0.603095219,0.403682198,0.69800563,0.694568214,0.293941809,0.344265391,0.513190224,0.513190224,0.581290175,0.502433468,0.70652216,0.336619634,0.821315771,0.392361214,0.727093391,0.72348593,0.101066382,0.597192651,0.731681778,0.386374194,0.316232693,0.315246238,0.310339451,0.413515379,0.370531564,0.381851581,0.352152458,0.835747911,0.976274553,0.616927074,0.691379589,0.395577177,0.638563286,0.362730036,0,0.330862123,0.493356324,0.380450692,0.368756511,0.616462636,0.723692297,0.4001737,0.516922194,0.558554487,0.745225526,0.915160341,0.562588147,0.429486355,0.616180309,0.559688734,0.705131191,0,0.621020189,0.551488045,0.379746136,0.349783478,0.518869784,0.398546102,0.238885579,0.733638549,0.517147234,0.533342819,0.504093976,0.395403369,0.525269713,0.462682164,0.47377928,0.734730726,0.428604258,0.522170306,0.342244242,0.152635477,0.50207358,0.699057325,0.332888735,0.222228926,0.652017178,0.529293126,0.417105723,0.292459404,0.330692275,0.39012524,0.574468061,0.359606239,0.286745347,0.332888735,0.325292154,0.901513387,0.806579127,0.784213039,0.765962747,0.704228899,0.75790869,0.722347778,0.811618858,0.764357714,0.908004815,0.778180571,0.335990375,0.282174884,0.797726359,0.525916155,0.559869708,0.596051086,0.645906288,0.618686404,0.655386174,0.774974031,0.404467001,0.360812431,0.78919725,0.671905885,0.483510833,0.782770242,0.217815701,0.782770242,0.664303775,0.469669031,0.53605773,0.723825781,0.811937577,0.477503346,0.670252531,0.775652638,0.691224873,0.742835155,0.886567598,0.578501474,0.358167832,0.352928596,0.915454914,0.915454914,0.477929259,0.747177823,0.354026628,0.703196099,1,0.285364265,0.493315602,0.564772629,0.370282351,0.470216298,0.83441292,0.21753124,0.777731805,0.689444468,0.684546335,0.495198794,0.329174569,0.85139319,0.897975098,0.9055779,0.265998427,0.285491917,0.52181419,0.485369387,0.276215928,0.279448934,0.34318714,0.332471588,0.622360108,0.641718723,0.51031176,0.461695722,0,0.550779777,0.719065441,0.91048711,0.910801094,0.653191277,0.911879312,0.995778737,0.219041803,0.258894984,0.955838584,0.370207001,0.362730036,0.430399132,0.597554426,0.321207166,0.437338079,0.618267663,0.705131191,0.54917885,0.364089305,0.320646194,0.631569665
大治町,0.730774776,0.102708636,0.827814628,0.786616814,0.152019575,0.380255182,0.577087756,0.577087756,0.62147221,0.704719219,0.798487129,0.235852062,0.791572579,0.17655244,0.43775894,0.398898372,0.045334285,0.518572968,0.608683,0.548421463,0.178260988,0.194927093,0.28036334,0.438271726,0.666933442,0.449312118,0.683015287,0.835747911,0.976274553,0.549947079,0.618085772,0.582528439,0.47230834,0.347565094,0,0.596934231,0.622000527,0.380450692,0.368756511,0.311151489,0.513259438,0.623769184,0.738718928,0.353924013,0.42071115,0.406514382,0.718375615,0.357795457,0.394591677,0.329736964,0.213867651,0,0.270986321,0.538157554,0.379746136,0.349783478,0.343198058,0.523302719,0.571296468,0.584185683,0.401880741,0.451289829,0.50057412,0.670873344,0.442044197,0.720624481,0.588935858,0.734730726,0.574860303,0.371766999,0.42248319,0.168778525,0.332169218,0.654616021,0.326724235,0.317175548,0.695188185,0.396336593,0.336380745,0.324431715,0.271257085,0.366680381,0.523082337,0.359606239,0.21084582,0.326724235,0.322835939,0.977097525,1,0.887063948,0.908894719,0.826362955,1,0.652576882,1,0.877552715,0.908004815,0.283515873,0.366976247,0.233742157,0.490240168,0.415585751,0.467641854,0.514563462,0.633462481,0.541665862,0.749483845,0.688625147,0.486059949,0.441792698,0.752016421,0.848204986,0.448981225,0.749723375,0.250867516,0.749723375,0.590130082,0.526795692,0.53605773,0.777307162,0.309501607,0.325126153,0.411102683,0.909466232,0.945304604,0.91378617,0.96101789,0.644908446,0.358167832,0.352928596,0.915454914,0.915454914,0.516791084,0.640238129,0.330854497,0.842015769,1,0.28205554,0.481289212,0.402391651,0.665287527,0.422539696,0.901226783,0.196236502,0.844036066,0.43342612,0.491619715,0.325302446,0.329174569,0.90618006,0.876636087,0.869857256,0.265998427,0.285491917,0.37317396,0.362023708,0.263384811,0.268057418,0.322355429,0.270437835,0.755060313,0.395873501,0.419615536,0.30105561,0,0.752629878,0.340350783,0.91048711,0.910801094,0.323094034,0.877041525,0.806641035,0.231762367,0.359167819,0.326511421,0.238483355,0.347565094,0.653790987,0.374538669,0.295477237,0.748934139,0.347562391,0.213867651,0.459541284,0.478351735,0.341833034,0.662007206
蟹江町,0.605813321,0.05128542,0.58781927,0.755543008,0.269991859,0.566477478,0.444683006,0.444683006,0.7074099,0.958978959,0.56956319,0.284902922,0.369714095,0.255705088,0.582784306,0.562689706,0.167944899,0.448174432,0.562920092,0.569122592,0.288238267,0.282809418,0.313047205,0.447824487,0.454863697,0.46352481,0.470756493,0.835747911,0.976274553,0.525824343,0.780622366,0.532820828,0.516523521,0.349119911,0,0.639101659,0.497129856,0.380450692,0.368756511,0.715561199,0.587074956,0.66210127,0.501538745,0.591901392,0.614421372,0.648889578,0.473535163,0.359769911,0.42465764,0.392520845,0.474517322,0,0.022296347,0.664095052,0.379746136,0.349783478,0.587746281,0.519785521,0.636969964,0.539105679,0.608393798,0.600765635,0.485916206,0.479684766,0.488348296,0.551887124,0.258448602,0.76871318,0.615206799,0.385136181,0.666286147,0.287160879,0.34631968,0.717727933,0.388320885,0.404815233,0.576674219,0.405956717,0.336380745,0.318742849,0.393840426,0.922190456,0.413143556,0.359606239,0.282632217,0.388320885,0.387148378,1,0.669439474,0.702286502,0.902493795,0.722871515,0.764342736,0.726514601,0.71377872,0.718588635,0.908004815,0.283515873,0.354221849,0.220100017,0.740639247,0.612277735,0.567175602,0.595421255,0.482727693,0.432367812,0.62456904,0.743360578,0.405097646,0.338883642,0.675007873,0.641068478,0.471672793,0.581403436,0.419212658,0.581403436,0.753513536,0.455378935,0.53605773,0.591225679,0.816468109,0.310137116,0.663795182,0.791195712,0.704894256,0.474414106,0.96101789,0.934626542,0.934683565,0.436282012,0.657526341,0.657526341,0.934127412,0.497316711,0.345225856,0.508444232,1,0.376905664,0.505341992,0.386461194,0.720056913,0.406806638,0.786368479,0.237735189,0.767943071,0.558061149,0.563967198,0.529178063,0.839889269,0.90618006,0.900308699,0.9055779,0.437780834,0.387243737,0.347656324,0.348264257,0.37704114,0.369834745,0.419150219,0.404326081,0.689504143,0.579108389,0.53017353,0.501922614,0,0.553387281,0.849856888,0.91048711,0.910801094,0.98234589,0.911879312,0.678027397,0.367713398,0.312524098,0.494709443,0.407276713,0.349119911,0.530013728,0.499062681,0.313822059,0.498558923,0.565768304,0.474517322,0.487882543,0.460739648,0.444696494,0.530111195
飛島村,0.586144823,0.05128542,0.749160989,0.556112478,0.408942008,0.552192502,0.583753882,0.583753882,0.488852835,0.958978959,0.663833145,0.382033599,0.689954119,0.308368655,0.553549995,0.922760226,0.989436014,0.889567114,0.334349903,0.362553505,0.257490217,0.202811725,0.30412606,0.249573582,0.780635505,0.232252559,0.7183494,0.835747911,0.62871125,0.698944312,0.614067074,0.964138412,0.132935735,0.354538452,0,0.209879644,0.644625973,0.380450692,0.368756511,0.947540725,0.352508927,0.321379779,0.441184106,0.287191421,0.236970394,0.235706172,0.324312882,0.219270688,0.3027087,0.796299343,0.582285936,0,0.976160548,0.873813068,0.379746136,0.349783478,0.933858178,0.944527744,0.238885579,0.998895869,0.190107801,0.829977696,0.452356167,0.224676723,0.082601888,0.14251087,0.918337501,1,0.605120175,0.005785618,0.342244242,0.168778525,1,1,0.016432649,0.660758399,0.363169049,0.48608699,0.945967045,0.660708749,0.264020324,0.546302221,0.379570369,0.359606239,0,0.016432649,0.02422181,0.323517038,0.212508233,0,0.243398701,0.029694862,0.213939349,0.260247075,0.207899722,0,0.284735173,0.283515873,0.50257313,0.328652365,0.597503149,0.631466199,0.64398229,0.693547207,0.646936027,0.692807938,0.827890075,0.58012058,0.306844866,0.289420938,0.370571674,0.602257685,0.400354446,0.657884471,0.342720172,0.657884471,0.615647745,0.56883857,0.53605773,0.45351413,0.560271388,0.809548039,0.654597762,0.813334237,0.723906305,0.352589086,0.337371814,0.347532925,0.358167832,0.471466485,0.915454914,0.915454914,0.342764847,0.946675846,0.326818162,0.917490541,1,0.955932586,0.573491536,0.600055167,0.544590958,0.39691389,0.334057135,0.34051573,0.681298838,0.545514343,0.612198853,0.529178063,0.329174569,0.376876967,0.364967746,0.361580569,0.265998427,0.285491917,0.347656324,0.348264257,0.26079761,0.266786672,0.399432762,0.438940921,0.350154561,0.367103332,0.259817427,0.29875812,0,0.405935713,0.340350783,0.378944944,0.373258001,0.323094034,0.356949983,0.678027397,0.384409138,0.43740196,0.705164456,0.486309704,0.354538452,0.558692059,0.469405298,0.331456432,0.655179673,0.42068134,0.582285936,0.961708825,0.953843151,0.990255866,0.540257042
阿久比町,0.586119174,0.508741266,0.983170355,0.593368853,0.29704456,0.563072683,0.440953137,0.440953137,0.407544133,0.465010607,0.676003069,0.285987968,0.567117709,0.454954586,0.367441609,0.364104966,0.290555513,0.769762833,0.905795446,0.210064461,0.352511106,0.4309597,0.415666101,0.345809831,0.651918109,0.291494918,0.564954898,0.794117444,0.835309496,0.808405237,0.627485637,0.314231585,0.710903569,0.392357512,0,0.480258571,0.723944782,0.619697771,0.389857818,0.404301264,0.450886074,0.360168298,0.326158236,0.466276177,0.435350366,0.309264988,0.383018896,0.438279358,0.381684464,0.317534817,0.587474488,0,0.467278343,0.546736735,0.783329699,0.503968979,0.933858178,0.354452535,0.544093626,0.427352786,0.566899898,0.398826141,0.374628424,0.332968354,0.575584212,0.610011304,0.741523207,0.714341254,0.448777505,0.408532251,0.666286147,0.308684943,0.356126167,0.645368267,0.472898872,0.559410184,0.550843175,0.357160884,0.7295554,0.34285808,0.299254521,0.256660056,0.973309295,0.359606239,0.313445774,0.472898872,0.466667388,0.732560608,0.865051859,0.790284929,0.505853444,0.804217431,1,0.376290766,0.949593966,0.810217196,0.627928546,0.835432027,0.385507731,0.319643018,0.671224225,0.417554267,0.460606619,0.616050031,0.63032246,0.536841845,0.725819889,0.628047932,0.384442207,0.382604689,0.673663801,0.560952725,0.506140886,0.775830195,0.224756787,0.775830195,0.512886215,0.491336899,0.554360441,0.725644031,0.561847141,0.66614468,0.780218863,0.586249317,0.526912432,0.550490798,0.592538395,0.500503394,0.358167832,0.565563047,0.363732898,0.363732898,0.432284237,0.475111781,0.348327786,0.403318656,1,0.427639452,0.59353552,0.411163505,0.897762566,0.317847219,0.584677387,0.21416452,0.866841492,0.365032853,0.63631468,0.597136602,0.329174569,0.595141852,0.557066189,0.52409604,0.265998427,0.285491917,0.74257212,0.74587563,0.304613106,0.303507831,0.429269149,0.400982247,0.535254333,0.423240313,0.609053617,0.54740439,0,0.406842623,0.59396042,0.581671363,0.697167161,0.654672863,0.608856442,0.470266905,0.425506346,0.266524332,0.424136952,0.468793218,0.392357512,0.729364987,0.292128587,0.369138525,0.464101962,0.580220647,0.587474488,0.52079371,0.441708869,0.448132609,0.611277971
東浦町,0.670396212,0.255792444,0.69698011,0.726838335,0.282548874,0.403466221,0.567444926,0.567444926,0.633774517,0.816620428,0.655864364,0.326444941,0.806811926,0.390091416,0.366324955,0.354526415,0.203613441,0.600008464,0.819695845,0.370593523,0.338647334,0.34399065,0.348338676,0.41426355,0.595469733,0.380130666,0.55665748,0.802255529,0.763720345,0.764613503,0.706829015,0.345389228,0.683195212,0.35624614,0,0.341220375,0.701597347,0.380450692,0.368756511,0.555047958,0.442968551,0.41513147,0.815271576,0.580045443,0.415121274,0.487128588,0.398633984,0.410020725,0.387998168,0.497688673,0.531014525,0,0.63244599,0.441651328,0.379746136,0.349783478,0.722945373,0.357591833,0.59620722,0.998895869,0.626446186,0.524499417,0.59057221,0.485364182,0.553566492,0.601447328,0.88342357,0.802695634,0.51434056,0.328317154,0.342244242,0.104206332,0.510805204,0.842600637,0.229653105,0.346678134,0.629432283,0.359727846,0.804844569,0.318091333,0.341636517,0.533574206,0.489519611,0.359606239,0.240380981,0.229653105,0.2288308,0.323517038,0.693896404,0.708494464,0.589814085,0.685951203,0.756738863,0.522818513,0.730706759,0.708547541,0.660275884,0.624601268,0.41133929,0.317918872,0.674522519,0.515479379,0.581339464,0.581966937,0.706822995,0.668951223,0.656103428,0.72069136,0.418569354,0.412587775,0.690548028,0.643624164,0.476698152,0.797736798,0.202846904,0.797736798,0.715990765,0.461342499,0.550588764,0.676787395,0.49982857,0.501942388,0.741670194,0.663522275,0.59408356,0.65743152,0.602203631,0.578283234,0.603544169,0.466365005,0.915454914,0.915454914,0.581329677,0.720278415,0.326281879,0.333908821,1,0.402272558,0.627610292,0.402492675,0.974019538,0.312419415,0.634960985,0.269703081,0.797998893,0.362118066,0.588083025,0.461219524,0.425041631,0.565948443,0.574532851,0.596630632,0.561016038,0.350784957,0.347656324,0.348264257,0.358346837,0.332911504,0.358266459,0.318905463,0.504404371,0.414584183,0.565794488,0.446774308,0,0.480689289,0.57945127,0.706748971,0.594998034,0.948312069,0.661271453,0.633012624,0.397765731,0.293641607,0.452638369,0.415106189,0.35624614,0.661807589,0.365248808,0.333563559,0.574136233,0.492442351,0.531014525,0.416160127,0.544429757,0.438203293,0.479381961
